journal_entry_id,posting_date,description,source_system,created_by,status,created_at
JE-000742,2025-10-28,Benefits - CC200 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000743,2025-10-28,Benefits - CC300 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000744,2025-10-28,Benefits - CC400 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000745,2025-10-28,Benefits - CC500 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000746,2025-10-28,Benefits - CC600 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000747,2025-10-28,Benefits - CC700 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000748,2025-10-28,Benefits - CC800 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000749,2025-10-28,Benefits - CC900 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000750,2025-10-28,Rent and facilities - 2025-10,AP System,Accounts Payable,Posted,2025-10-28 00:00:00
JE-000751,2025-10-28,Depreciation - 2025-10,Fixed Assets,Depreciation Module,Posted,2025-10-28 00:00:00
JE-000752,2025-10-28,Professional services - 2025-10,AP System,Accounts Payable,Posted,2025-10-28 00:00:00
JE-000753,2025-10-28,Marketing spend - 2025-10,AP System,Accounts Payable,Posted,2025-10-28 00:00:00
JE-000754,2025-10-28,Travel and entertainment - 2025-10,Concur,Expense System,Posted,2025-10-28 00:00:00
JE-000755,2025-10-28,Software subscriptions - 2025-10,AP System,Accounts Payable,Posted,2025-10-28 00:00:00
JE-000756,2025-10-28,Utilities - 2025-10,AP System,Accounts Payable,Posted,2025-10-28 00:00:00
JE-000757,2025-10-28,Interest expense - 2025-10,Treasury,Debt Module,Posted,2025-10-28 00:00:00
JE-000758,2025-10-23,Cash collections - 2025-10,ERP,Collections Module,Posted,2025-10-23 00:00:00
JE-000759,2025-10-18,AP payments - 2025-10,AP System,Payment Run,Posted,2025-10-18 00:00:00
JE-000760,2025-11-28,Product revenue - 2025-11,ERP,Revenue Module,Posted,2025-11-28 00:00:00
JE-000761,2025-11-28,Service revenue - 2025-11,ERP,Revenue Module,Posted,2025-11-28 00:00:00
JE-000762,2025-11-28,Subscription revenue - 2025-11,ERP,Revenue Module,Posted,2025-11-28 00:00:00
JE-000763,2025-11-28,COGS product - 2025-11,ERP,Cost Module,Posted,2025-11-28 00:00:00
JE-000764,2025-11-28,COGS services - 2025-11,ERP,Cost Module,Posted,2025-11-28 00:00:00
JE-000765,2025-11-28,COGS subscriptions - 2025-11,ERP,Cost Module,Posted,2025-11-28 00:00:00
JE-000766,2025-11-28,Payroll - CC100 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000767,2025-11-28,Payroll - CC200 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000768,2025-11-28,Payroll - CC300 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000769,2025-11-28,Payroll - CC400 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000770,2025-11-28,Payroll - CC500 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000771,2025-11-28,Payroll - CC600 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000772,2025-11-28,Payroll - CC700 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000773,2025-11-28,Payroll - CC800 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000774,2025-11-28,Payroll - CC900 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000775,2025-11-28,Benefits - CC100 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000776,2025-11-28,Benefits - CC200 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000777,2025-11-28,Benefits - CC300 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000778,2025-11-28,Benefits - CC400 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000779,2025-11-28,Benefits - CC500 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000780,2025-11-28,Benefits - CC600 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000781,2025-11-28,Benefits - CC700 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000782,2025-11-28,Benefits - CC800 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000783,2025-11-28,Benefits - CC900 - 2025-11,Payroll System,ADP Integration,Posted,2025-11-28 00:00:00
JE-000784,2025-11-28,Rent and facilities - 2025-11,AP System,Accounts Payable,Posted,2025-11-28 00:00:00
JE-000785,2025-11-28,Depreciation - 2025-11,Fixed Assets,Depreciation Module,Posted,2025-11-28 00:00:00
JE-000786,2025-11-28,Professional services - 2025-11,AP System,Accounts Payable,Posted,2025-11-28 00:00:00
JE-000787,2025-11-28,Marketing spend - 2025-11,AP System,Accounts Payable,Posted,2025-11-28 00:00:00
JE-000788,2025-11-28,Travel and entertainment - 2025-11,Concur,Expense System,Posted,2025-11-28 00:00:00
JE-000789,2025-11-28,Software subscriptions - 2025-11,AP System,Accounts Payable,Posted,2025-11-28 00:00:00
JE-000790,2025-11-28,Utilities - 2025-11,AP System,Accounts Payable,Posted,2025-11-28 00:00:00
JE-000791,2025-11-28,Interest expense - 2025-11,Treasury,Debt Module,Posted,2025-11-28 00:00:00
JE-000792,2025-11-23,Cash collections - 2025-11,ERP,Collections Module,Posted,2025-11-23 00:00:00
JE-000793,2025-11-18,AP payments - 2025-11,AP System,Payment Run,Posted,2025-11-18 00:00:00
JE-000794,2025-03-15,Rounding error entry,Manual,J.Smith,Posted,2025-03-15 14:22:00
JE-000795,2025-06-10,Incorrect vendor payment,AP System,Accounts Payable,Reversed,2025-06-10 09:00:00
JE-000796,2025-06-12,Reversal of JE-000795,AP System,Accounts Payable,Posted,2025-06-12 11:30:00
JE-000797,2025-08-28,Marketing spend - 2025-08,AP System,Accounts Payable,Posted,2025-08-28 08:00:00
JE-000798,2025-08-28,Marketing spend - 2025-08,AP System,Accounts Payable,Posted,2025-08-28 08:05:00
